
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        1,322,617.53 |              756.08 |    0.0% |   26,214,407.62 |    5,245,218.32 |  4.998 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|        1,057,926.42 |              945.25 |    0.1% |   17,825,799.56 |    4,195,693.65 |  4.249 |   3,145,730.21 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-2  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,570,877.12 |               94.60 |    0.0% |  122,683,402.41 |   41,834,751.06 |  2.933 |  20,971,525.06 |    0.0% |      2.02 | `len=18`
|        9,569,616.21 |              104.50 |    0.6% |  117,440,522.11 |   37,895,865.63 |  3.099 |  20,971,524.76 |    0.0% |      1.83 | `len=17`
|        8,930,400.06 |              111.98 |    0.0% |  111,149,065.89 |   35,330,799.63 |  3.146 |  19,922,948.56 |    0.0% |      1.71 | `len=16`
|        8,338,708.53 |              119.92 |    0.0% |  104,857,609.72 |   32,985,759.59 |  3.179 |  18,874,372.38 |    0.0% |      1.59 | `len=15`
|        7,800,804.56 |              128.19 |    0.0% |   98,566,153.56 |   30,857,919.19 |  3.194 |  17,825,796.22 |    0.0% |      1.49 | `len=14`
|        7,172,273.63 |              139.43 |    0.0% |   92,274,697.41 |   28,373,606.50 |  3.252 |  16,777,220.06 |    0.0% |      1.37 | `len=13`
|        6,579,825.53 |              151.98 |    0.0% |   85,983,241.22 |   26,028,912.75 |  3.303 |  15,728,643.88 |    0.0% |      1.26 | `len=12`
|        5,809,242.94 |              172.14 |    0.0% |   79,691,784.95 |   22,981,235.28 |  3.468 |  14,680,067.62 |    0.0% |      1.11 | `len=11`
|        5,524,135.81 |              181.02 |    0.0% |   73,400,328.89 |   21,853,838.37 |  3.359 |  13,631,491.56 |    0.0% |      1.05 | `len=10`
|        4,775,786.44 |              209.39 |    0.1% |   67,108,872.71 |   18,896,654.00 |  3.551 |  12,582,915.35 |    0.0% |      0.91 | `len=9`
|        4,200,673.94 |              238.06 |    0.0% |   60,817,416.50 |   16,612,624.18 |  3.661 |  11,534,339.16 |    0.0% |      0.80 | `len=8`
|        3,586,925.18 |              278.79 |    0.0% |   54,525,960.31 |   14,184,120.53 |  3.844 |  10,485,762.94 |    0.0% |      0.69 | `len=7`
|        3,087,150.21 |              323.92 |    0.0% |   48,234,504.17 |   12,211,575.39 |  3.950 |   9,437,186.82 |    0.0% |      0.59 | `len=6`
|        2,592,067.69 |              385.79 |    0.0% |   41,943,048.00 |   10,253,487.29 |  4.091 |   8,388,610.67 |    0.0% |      0.50 | `len=5`
|        2,204,312.32 |              453.66 |    0.0% |   35,651,591.89 |    8,716,214.47 |  4.090 |   7,340,034.56 |    0.0% |      0.42 | `len=4`
|        1,714,568.69 |              583.24 |    0.1% |   29,360,135.74 |    6,795,034.06 |  4.321 |   6,291,458.39 |    0.0% |      0.33 | `len=3`
|        1,323,508.76 |              755.57 |    0.0% |   23,068,679.62 |    5,247,662.12 |  4.396 |   5,242,882.28 |    0.0% |      0.25 | `len=2`
|        1,058,014.63 |              945.17 |    0.0% |   16,777,223.56 |    4,196,225.12 |  3.998 |   3,145,730.19 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:--------------
|       10,879,029.18 |               91.92 |    0.0% |  143,654,922.50 |   43,065,525.71 |  3.336 |  20,971,525.17 |    0.0% |      2.08 | `len=18`
|       10,858,561.53 |               92.09 |    0.0% |  136,314,890.50 |   43,003,856.67 |  3.170 |  19,922,949.16 |    0.0% |      2.07 | `len=17`
|        9,973,791.37 |              100.26 |    0.0% |  128,974,858.24 |   39,503,981.22 |  3.265 |  18,874,372.88 |    0.0% |      1.90 | `len=16`
|        9,182,247.47 |              108.91 |    0.0% |  121,634,826.00 |   36,363,273.69 |  3.345 |  17,825,796.65 |    0.0% |      1.75 | `len=15`
|        8,526,068.00 |              117.29 |    0.3% |  114,294,793.79 |   33,750,456.18 |  3.386 |  16,777,220.44 |    0.0% |      1.63 | `len=14`
|        8,035,861.16 |              124.44 |    0.1% |  106,954,761.65 |   31,817,575.89 |  3.361 |  15,728,644.29 |    0.0% |      1.54 | `len=13`
|        7,407,211.56 |              135.00 |    0.2% |   99,614,729.47 |   29,324,399.28 |  3.397 |  14,680,068.12 |    0.0% |      1.41 | `len=12`
|        6,567,829.29 |              152.26 |    0.3% |   92,274,697.19 |   25,989,080.68 |  3.551 |  13,631,491.84 |    0.0% |      1.25 | `len=11`
|        6,247,093.47 |              160.07 |    0.2% |   84,934,665.12 |   24,727,327.24 |  3.435 |  12,582,915.75 |    0.0% |      1.19 | `len=10`
|        5,453,356.00 |              183.37 |    0.1% |   77,594,632.88 |   21,568,506.22 |  3.598 |  11,534,339.53 |    0.0% |      1.04 | `len=9`
|        5,023,381.00 |              199.07 |    0.2% |   70,254,600.74 |   19,879,621.06 |  3.534 |  10,485,763.39 |    0.0% |      0.96 | `len=8`
|        4,507,791.84 |              221.84 |    0.0% |   62,914,568.58 |   17,834,978.12 |  3.528 |   9,437,187.24 |    0.0% |      0.86 | `len=7`
|        3,541,608.94 |              282.36 |    0.1% |   55,574,536.29 |   14,006,501.67 |  3.968 |   8,388,610.94 |    0.0% |      0.68 | `len=6`
|        2,953,099.11 |              338.63 |    0.1% |   48,234,504.12 |   11,679,837.19 |  4.130 |   7,340,034.78 |    0.0% |      0.56 | `len=5`
|        2,358,396.67 |              424.02 |    0.0% |   40,894,471.94 |    9,328,448.12 |  4.384 |   6,291,458.59 |    0.0% |      0.45 | `len=4`
|        1,862,339.69 |              536.96 |    0.0% |   33,554,439.79 |    7,383,052.33 |  4.545 |   5,242,882.44 |    0.0% |      0.36 | `len=3`
|        1,323,603.29 |              755.51 |    0.0% |   26,214,407.62 |    5,249,277.19 |  4.994 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|        1,058,091.61 |              945.10 |    0.0% |   17,825,799.56 |    4,195,680.24 |  4.249 |   3,145,730.21 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-16    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       12,242,331.50 |               81.68 |    0.0% |  163,577,867.89 |   48,500,846.72 |  3.373 |  13,631,494.56 |    0.0% |      2.34 | `len=18`
|       11,303,635.63 |               88.47 |    0.0% |  150,994,955.61 |   44,759,505.56 |  3.373 |  12,582,918.28 |    0.0% |      2.16 | `len=17`
|       10,973,416.22 |               91.13 |    0.0% |  147,849,227.53 |   43,461,891.00 |  3.402 |  12,582,918.18 |    0.0% |      2.10 | `len=16`
|       10,032,823.94 |               99.67 |    0.0% |  135,266,315.24 |   39,722,935.56 |  3.405 |  11,534,341.89 |    0.0% |      1.92 | `len=15`
|        9,793,579.67 |              102.11 |    0.0% |  132,120,587.18 |   38,781,460.12 |  3.407 |  11,534,341.82 |    0.0% |      1.87 | `len=14`
|        8,679,772.29 |              115.21 |    0.0% |  119,537,674.83 |   34,355,080.25 |  3.479 |  10,485,765.50 |    0.0% |      1.66 | `len=13`
|        8,548,415.32 |              116.98 |    0.1% |  116,391,946.81 |   33,861,590.35 |  3.437 |  10,485,765.44 |    0.0% |      1.63 | `len=12`
|        7,412,337.17 |              134.91 |    0.0% |  103,809,034.44 |   29,338,878.58 |  3.538 |   9,437,189.11 |    0.0% |      1.42 | `len=11`
|        7,291,338.56 |              137.15 |    0.0% |  100,663,306.44 |   28,888,527.67 |  3.485 |   9,437,189.06 |    0.0% |      1.39 | `len=10`
|        6,145,084.12 |              162.73 |    0.0% |   88,080,394.06 |   24,320,527.69 |  3.622 |   8,388,612.74 |    0.0% |      1.17 | `len=9`
|        6,022,776.31 |              166.04 |    0.1% |   84,934,666.06 |   23,859,544.11 |  3.560 |   8,388,612.69 |    0.0% |      1.15 | `len=8`
|        5,172,759.94 |              193.32 |    0.0% |   72,351,753.78 |   20,490,610.29 |  3.531 |   7,340,036.44 |    0.0% |      0.99 | `len=7`
|        4,835,366.94 |              206.81 |    0.1% |   69,206,025.68 |   19,163,941.79 |  3.611 |   7,340,036.32 |    0.0% |      0.92 | `len=6`
|        3,904,808.81 |              256.09 |    0.0% |   56,623,113.41 |   15,457,324.33 |  3.663 |   6,291,460.06 |    0.0% |      0.75 | `len=5`
|        3,618,876.67 |              276.33 |    0.1% |   53,477,385.31 |   14,329,540.39 |  3.732 |   6,291,459.95 |    0.0% |      0.69 | `len=4`
|        2,678,203.75 |              373.38 |    0.0% |   40,894,473.06 |   10,614,491.79 |  3.853 |   5,242,883.69 |    0.0% |      0.51 | `len=3`
|        2,438,414.00 |              410.10 |    0.0% |   37,748,744.94 |    9,668,569.32 |  3.904 |   5,242,883.61 |    0.0% |      0.47 | `len=2`
|        1,504,318.79 |              664.75 |    0.0% |   24,117,256.69 |    5,963,593.00 |  4.044 |   4,194,307.33 |    0.0% |      0.29 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-16-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,470,593.24 |               95.51 |    0.0% |  159,383,562.38 |   41,432,306.25 |  3.847 |  13,631,493.05 |    0.0% |      2.00 | `len=18`
|       10,878,661.00 |               91.92 |    0.0% |  156,237,834.50 |   43,061,139.26 |  3.628 |  13,631,493.17 |    0.0% |      2.08 | `len=17`
|        9,181,561.35 |              108.91 |    0.0% |  142,606,346.00 |   36,325,565.29 |  3.926 |  12,582,916.63 |    0.0% |      1.75 | `len=16`
|        9,734,990.56 |              102.72 |    0.0% |  139,460,618.17 |   38,544,312.22 |  3.618 |  12,582,916.82 |    0.0% |      1.86 | `len=15`
|        7,901,009.06 |              126.57 |    0.0% |  125,829,129.61 |   31,259,855.38 |  4.025 |  11,534,340.25 |    0.0% |      1.51 | `len=14`
|        8,264,924.67 |              120.99 |    0.0% |  122,683,401.71 |   32,711,782.12 |  3.750 |  11,534,340.37 |    0.0% |      1.58 | `len=13`
|        6,770,182.88 |              147.71 |    0.0% |  109,051,913.28 |   26,780,015.06 |  4.072 |  10,485,763.94 |    0.0% |      1.29 | `len=12`
|        7,181,691.16 |              139.24 |    0.0% |  105,906,185.38 |   28,424,355.67 |  3.726 |  10,485,764.05 |    0.0% |      1.37 | `len=11`
|        5,639,090.17 |              177.33 |    0.0% |   92,274,696.94 |   22,305,666.75 |  4.137 |   9,437,187.58 |    0.0% |      1.08 | `len=10`
|        6,079,569.95 |              164.49 |    0.0% |   89,128,969.06 |   24,059,329.50 |  3.705 |   9,437,187.71 |    0.0% |      1.16 | `len=9`
|        4,588,465.84 |              217.94 |    0.0% |   75,497,480.61 |   18,144,104.11 |  4.161 |   8,388,611.26 |    0.0% |      0.88 | `len=8`
|        4,724,134.44 |              211.68 |    0.0% |   72,351,752.63 |   18,694,047.50 |  3.870 |   8,388,611.29 |    0.0% |      0.90 | `len=7`
|        3,502,577.41 |              285.50 |    0.1% |   58,720,264.28 |   13,848,556.82 |  4.240 |   7,340,034.94 |    0.0% |      0.67 | `len=6`
|        3,533,432.12 |              283.01 |    0.0% |   55,574,536.29 |   13,980,545.12 |  3.975 |   7,340,034.94 |    0.0% |      0.67 | `len=5`
|        2,496,115.24 |              400.62 |    0.3% |   41,943,048.00 |    9,858,464.35 |  4.255 |   6,291,458.63 |    0.0% |      0.48 | `len=4`
|        2,352,143.53 |              425.14 |    0.0% |   38,797,319.94 |    9,327,057.19 |  4.160 |   6,291,458.59 |    0.0% |      0.45 | `len=3`
|        1,322,713.05 |              756.02 |    0.0% |   25,165,831.62 |    5,246,042.29 |  4.797 |   5,242,882.28 |    0.0% |      0.25 | `len=2`
|        1,586,833.31 |              630.19 |    0.0% |   22,020,103.71 |    6,293,249.33 |  3.499 |   5,242,882.37 |    0.0% |      0.30 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-32    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,531,047.11 |              117.22 |    0.1% |  102,760,468.81 |   33,749,425.50 |  3.045 |   8,388,614.44 |    0.0% |      1.63 | `len=18`
|        8,508,855.74 |              117.52 |    0.0% |  102,760,468.79 |   33,658,035.56 |  3.053 |   8,388,614.44 |    0.0% |      1.63 | `len=17`
|        5,929,918.06 |              168.64 |    0.0% |   85,983,253.00 |   23,449,325.50 |  3.667 |   8,388,614.67 |    0.0% |      1.13 | `len=16`
|        7,696,976.75 |              129.92 |    0.0% |   87,031,828.56 |   30,455,729.38 |  2.858 |   7,340,038.19 |    0.0% |      1.47 | `len=15`
|        7,689,276.75 |              130.05 |    0.0% |   87,031,828.56 |   30,429,251.47 |  2.860 |   7,340,038.19 |    0.0% |      1.47 | `len=14`
|        7,713,345.11 |              129.65 |    0.3% |   87,031,828.56 |   30,520,178.26 |  2.852 |   7,340,038.19 |    0.0% |      1.48 | `len=13`
|        4,776,243.37 |              209.37 |    0.1% |   70,254,612.67 |   18,888,850.26 |  3.719 |   7,340,038.31 |    0.0% |      0.91 | `len=12`
|        6,286,431.56 |              159.07 |    0.1% |   71,303,188.12 |   24,882,636.50 |  2.866 |   6,291,461.76 |    0.0% |      1.20 | `len=11`
|        6,430,295.88 |              155.51 |    1.2% |   71,303,188.17 |   25,444,743.88 |  2.802 |   6,291,461.83 |    0.0% |      1.23 | `len=10`
|        6,286,060.82 |              159.08 |    0.1% |   71,303,188.12 |   24,904,656.41 |  2.863 |   6,291,461.78 |    0.0% |      1.20 | `len=9`
|        3,611,372.61 |              276.90 |    0.0% |   54,525,972.31 |   14,283,091.84 |  3.818 |   6,291,461.94 |    0.0% |      0.69 | `len=8`
|        5,339,896.29 |              187.27 |    0.3% |   55,574,547.83 |   21,151,403.24 |  2.627 |   5,242,885.50 |    0.0% |      1.02 | `len=7`
|        5,488,103.59 |              182.21 |    0.2% |   55,574,547.88 |   21,766,491.67 |  2.553 |   5,242,885.53 |    0.0% |      1.05 | `len=6`
|        5,369,095.39 |              186.25 |    0.6% |   55,574,547.84 |   21,300,425.72 |  2.609 |   5,242,885.50 |    0.0% |      1.03 | `len=5`
|        2,383,279.56 |              419.59 |    0.0% |   38,797,331.95 |    9,431,669.19 |  4.114 |   5,242,885.63 |    0.0% |      0.46 | `len=4`
|        4,434,664.32 |              225.50 |    0.1% |   38,797,331.56 |   17,588,517.75 |  2.206 |   4,194,309.21 |    0.0% |      0.85 | `len=3`
|        4,446,115.67 |              224.92 |    0.1% |   38,797,331.56 |   17,640,896.33 |  2.199 |   4,194,309.22 |    0.0% |      0.85 | `len=2`
|        4,436,917.63 |              225.38 |    0.1% |   38,797,331.56 |   17,600,944.68 |  2.204 |   4,194,309.22 |    0.0% |      0.85 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-64    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,110,080.37 |              123.30 |    0.0% |   84,934,695.69 |   32,076,930.32 |  2.648 |   6,291,462.32 |    0.0% |      1.55 | `len=18`
|        8,063,303.00 |              124.02 |    0.0% |   84,934,695.65 |   31,886,100.76 |  2.664 |   6,291,462.31 |    0.0% |      1.54 | `len=17`
|        4,624,226.44 |              216.25 |    0.1% |   65,011,751.62 |   18,288,178.26 |  3.555 |   6,291,462.28 |    0.0% |      0.88 | `len=16`
|        6,163,365.44 |              162.25 |    0.1% |   63,963,175.06 |   24,379,911.94 |  2.624 |   5,242,885.72 |    0.0% |      1.18 | `len=15`
|        6,157,439.06 |              162.41 |    0.1% |   63,963,175.06 |   24,354,632.00 |  2.626 |   5,242,885.74 |    0.0% |      1.18 | `len=14`
|        6,137,529.94 |              162.93 |    0.1% |   63,963,175.06 |   24,279,519.31 |  2.634 |   5,242,885.72 |    0.0% |      1.17 | `len=13`
|        6,153,711.78 |              162.50 |    0.4% |   63,963,175.06 |   24,339,617.56 |  2.628 |   5,242,885.74 |    0.0% |      1.18 | `len=12`
|        6,116,983.24 |              163.48 |    0.1% |   63,963,175.06 |   24,194,109.12 |  2.644 |   5,242,885.72 |    0.0% |      1.17 | `len=11`
|        6,174,023.06 |              161.97 |    0.4% |   63,963,175.11 |   24,435,067.82 |  2.618 |   5,242,885.75 |    0.0% |      1.18 | `len=10`
|        6,120,680.76 |              163.38 |    0.1% |   63,963,175.06 |   24,229,316.47 |  2.640 |   5,242,885.72 |    0.0% |      1.17 | `len=9`
|        2,922,010.94 |              342.23 |    0.1% |   44,040,231.12 |   11,551,269.00 |  3.813 |   5,242,885.76 |    0.0% |      0.56 | `len=8`
|        4,652,173.24 |              214.95 |    0.0% |   41,943,078.63 |   18,408,709.24 |  2.278 |   4,194,309.29 |    0.0% |      0.89 | `len=7`
|        4,659,439.32 |              214.62 |    0.0% |   41,943,078.62 |   18,457,650.58 |  2.272 |   4,194,309.28 |    0.0% |      0.89 | `len=6`
|        4,649,929.89 |              215.06 |    0.0% |   41,943,078.62 |   18,437,308.12 |  2.275 |   4,194,309.28 |    0.0% |      0.89 | `len=5`
|        4,649,991.71 |              215.05 |    0.0% |   41,943,078.63 |   18,446,068.44 |  2.274 |   4,194,309.29 |    0.0% |      0.89 | `len=4`
|        4,642,922.06 |              215.38 |    0.0% |   41,943,078.62 |   18,417,206.69 |  2.277 |   4,194,309.28 |    0.0% |      0.89 | `len=3`
|        4,649,505.11 |              215.08 |    0.0% |   41,943,078.63 |   18,441,869.88 |  2.274 |   4,194,309.29 |    0.0% |      0.89 | `len=2`
|        4,646,860.53 |              215.20 |    0.0% |   41,943,078.62 |   18,433,641.29 |  2.275 |   4,194,309.28 |    0.0% |      0.89 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | pre-16     
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,449,402.61 |              118.35 |    0.0% |   99,614,743.78 |   33,433,611.44 |  2.979 |  13,631,492.44 |    0.0% |      1.61 | `len=18`
|        7,999,664.50 |              125.01 |    0.0% |   98,566,167.63 |   31,645,258.71 |  3.115 |  13,631,492.29 |    0.0% |      1.53 | `len=17`
|        7,471,712.37 |              133.84 |    0.0% |   90,177,559.47 |   29,563,151.69 |  3.050 |  12,582,916.12 |    0.0% |      1.43 | `len=16`
|        7,030,529.37 |              142.24 |    0.1% |   89,128,983.33 |   27,827,223.28 |  3.203 |  12,582,916.00 |    0.0% |      1.34 | `len=15`
|        6,412,446.61 |              155.95 |    0.0% |   80,740,375.16 |   25,392,468.50 |  3.180 |  11,534,339.81 |    0.0% |      1.22 | `len=14`
