
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        1,350,280.39 |              740.59 |    0.0% |   28,311,559.63 |    5,356,177.29 |  5.286 |   7,340,035.35 |    0.0% |      0.26 | `len=2`
|          793,431.89 |            1,260.35 |    0.0% |   15,728,647.47 |    3,147,436.00 |  4.997 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-goto   
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,672,237.32 |               93.70 |    0.0% |  143,654,922.44 |   42,280,374.84 |  3.398 |  19,922,950.16 |    0.0% |      2.04 | `len=16`
|        8,201,240.29 |              121.93 |    0.1% |  110,100,489.69 |   32,490,509.25 |  3.389 |  15,728,645.41 |    0.0% |      1.57 | `len=12`
|        5,795,744.17 |              172.54 |    0.1% |   76,546,057.00 |   22,960,107.50 |  3.334 |  11,534,340.69 |    0.0% |      1.11 | `len=8`
|        2,759,956.89 |              362.32 |    0.1% |   42,991,624.06 |   10,926,132.69 |  3.935 |   7,340,035.78 |    0.0% |      0.53 | `len=4`
|          820,713.69 |            1,218.45 |    0.2% |   15,728,647.47 |    3,257,253.44 |  4.829 |   3,145,731.19 |    0.0% |      0.16 | `len=1`
|        1,381,754.68 |              723.72 |    0.4% |   26,214,407.65 |    5,477,389.84 |  4.786 |   5,242,883.37 |    0.0% |      0.26 | `len=2`
|          823,929.33 |            1,213.70 |    1.2% |   15,728,647.47 |    3,270,580.39 |  4.809 |   3,145,731.19 |    0.0% |      0.16 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       13,104,305.74 |               76.31 |    0.0% |  161,480,715.18 |   51,980,347.89 |  3.107 |  22,020,102.88 |    0.0% |      2.50 | `len=16`
|        9,044,733.61 |              110.56 |    0.0% |  123,731,977.94 |   35,868,566.24 |  3.450 |  17,825,797.65 |    0.0% |      1.73 | `len=12`
|        5,585,228.18 |              179.04 |    0.0% |   85,983,240.89 |   22,115,843.47 |  3.888 |  13,631,492.62 |    0.0% |      1.07 | `len=8`
|        2,677,821.71 |              373.44 |    0.1% |   48,234,504.06 |   10,597,397.31 |  4.552 |   9,437,187.75 |    0.0% |      0.51 | `len=4`
|          793,277.88 |            1,260.59 |    0.0% |   15,728,647.47 |    3,147,281.00 |  4.998 |   4,194,307.18 |    0.0% |      0.15 | `len=1`
|        1,385,596.00 |              721.71 |    0.2% |   29,360,135.63 |    5,498,086.37 |  5.340 |   7,340,035.35 |    0.0% |      0.27 | `len=2`
|          793,647.59 |            1,260.01 |    0.1% |   15,728,647.47 |    3,147,359.82 |  4.997 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-2  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       12,142,261.06 |               82.36 |    0.0% |  128,974,871.88 |   48,152,799.94 |  2.678 |  19,922,950.59 |    0.0% |      2.32 | `len=16`
|        6,921,393.62 |              144.48 |    0.0% |   94,371,862.29 |   27,401,398.44 |  3.444 |  15,728,645.00 |    0.0% |      1.32 | `len=12`
|        4,383,270.11 |              228.14 |    0.0% |   68,157,461.56 |   17,348,063.56 |  3.929 |  11,534,340.25 |    0.0% |      0.84 | `len=8`
|        2,387,629.11 |              418.83 |    0.0% |   42,991,636.94 |    9,450,785.47 |  4.549 |   7,340,035.67 |    0.0% |      0.46 | `len=4`
|        2,114,362.76 |              472.96 |    0.0% |   23,068,692.88 |    8,391,173.62 |  2.749 |   3,145,731.58 |    0.0% |      0.40 | `len=1`
|        2,377,487.76 |              420.61 |    0.0% |   30,408,724.94 |    9,430,467.62 |  3.225 |   5,242,883.65 |    0.0% |      0.45 | `len=2`
|        2,114,309.11 |              472.97 |    0.0% |   23,068,692.88 |    8,390,720.47 |  2.749 |   3,145,731.58 |    0.0% |      0.40 | `len=1`
