
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|          793,734.56 |            1,259.87 |    0.0% |   15,728,647.47 |    3,147,426.06 |  4.997 |   4,194,307.18 |    0.0% |      0.15 | `len=1`
|        1,322,892.53 |              755.92 |    0.0% |   30,408,711.61 |    5,246,514.39 |  5.796 |   7,340,035.33 |    0.0% |      0.25 | `len=2`
|          793,716.84 |            1,259.90 |    0.1% |   15,728,647.47 |    3,147,359.95 |  4.997 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-and    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,588,071.21 |               94.45 |    0.1% |  146,800,650.41 |   41,941,168.68 |  3.500 |  22,020,102.12 |    0.0% |      2.02 | `len=16`
|        7,648,087.58 |              130.75 |    0.2% |  113,246,217.53 |   30,277,242.74 |  3.740 |  17,825,797.24 |    0.0% |      1.46 | `len=12`
|        5,156,393.72 |              193.93 |    0.0% |   79,691,784.78 |   20,408,906.94 |  3.905 |  13,631,492.50 |    0.0% |      0.98 | `len=8`
|        2,585,528.28 |              386.77 |    0.0% |   46,137,352.00 |   10,227,452.53 |  4.511 |   9,437,187.72 |    0.0% |      0.49 | `len=4`
|        1,057,668.67 |              945.48 |    0.0% |   17,825,799.56 |    4,195,793.22 |  4.248 |   4,194,307.26 |    0.0% |      0.20 | `len=1`
|        1,850,058.65 |              540.52 |    0.0% |   29,360,135.78 |    7,342,557.16 |  3.999 |   7,340,035.50 |    0.0% |      0.35 | `len=2`
|        1,057,816.12 |              945.34 |    0.0% |   17,825,799.56 |    4,195,760.72 |  4.249 |   4,194,307.26 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-xor    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,593,801.72 |               94.39 |    0.0% |  146,800,650.42 |   41,966,125.50 |  3.498 |  22,020,102.12 |    0.0% |      2.02 | `len=16`
|        7,641,121.19 |              130.87 |    0.1% |  113,246,217.53 |   30,260,403.53 |  3.742 |  17,825,797.24 |    0.0% |      1.46 | `len=12`
|        5,125,541.68 |              195.10 |    0.2% |   79,691,784.76 |   20,282,907.88 |  3.929 |  13,631,492.47 |    0.0% |      0.98 | `len=8`
|        2,595,015.47 |              385.35 |    0.1% |   46,137,352.00 |   10,265,887.94 |  4.494 |   9,437,187.72 |    0.0% |      0.50 | `len=4`
|        1,057,932.50 |              945.24 |    0.1% |   17,825,799.56 |    4,195,825.18 |  4.248 |   4,194,307.28 |    0.0% |      0.20 | `len=1`
|        1,850,191.69 |              540.48 |    0.0% |   29,360,135.78 |    7,342,609.62 |  3.999 |   7,340,035.50 |    0.0% |      0.35 | `len=2`
|        1,057,641.50 |              945.50 |    0.0% |   17,825,799.56 |    4,195,840.89 |  4.248 |   4,194,307.25 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       13,019,656.35 |               76.81 |    0.0% |  161,480,715.12 |   51,643,370.63 |  3.127 |  22,020,102.84 |    0.0% |      2.49 | `len=16`
|        8,938,951.28 |              111.87 |    0.1% |  123,731,977.94 |   35,445,170.00 |  3.491 |  17,825,797.62 |    0.0% |      1.71 | `len=12`
|        5,858,969.00 |              170.68 |    0.1% |   85,983,241.00 |   23,217,930.59 |  3.703 |  13,631,492.69 |    0.0% |      1.12 | `len=8`
|        2,689,902.22 |              371.76 |    0.1% |   48,234,504.06 |   10,634,884.11 |  4.535 |   9,437,187.75 |    0.0% |      0.51 | `len=4`
|          793,788.89 |            1,259.78 |    0.0% |   16,777,223.47 |    3,147,350.38 |  5.331 |   4,194,307.18 |    0.0% |      0.15 | `len=1`
|        1,399,646.50 |              714.47 |    0.2% |   29,360,135.65 |    5,550,972.28 |  5.289 |   7,340,035.37 |    0.0% |      0.27 | `len=2`
|          793,877.71 |            1,259.64 |    0.1% |   16,777,223.47 |    3,147,331.19 |  5.331 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range-1
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       13,021,965.94 |               76.79 |    0.0% |  161,480,715.12 |   51,661,407.50 |  3.126 |  22,020,102.84 |    0.0% |      2.49 | `len=16`
|        8,949,337.37 |              111.74 |    0.1% |  123,731,977.94 |   35,476,338.06 |  3.488 |  17,825,797.62 |    0.0% |      1.71 | `len=12`
|        5,848,490.89 |              170.98 |    0.0% |   85,983,241.00 |   23,168,973.53 |  3.711 |  13,631,492.71 |    0.0% |      1.12 | `len=8`
|        2,689,496.00 |              371.82 |    0.1% |   48,234,504.05 |   10,638,738.74 |  4.534 |   9,437,187.75 |    0.0% |      0.52 | `len=4`
|          793,680.75 |            1,259.95 |    0.0% |   16,777,223.47 |    3,147,409.50 |  5.330 |   4,194,307.18 |    0.0% |      0.15 | `len=1`
|        1,400,165.00 |              714.20 |    0.1% |   29,360,135.65 |    5,552,723.56 |  5.288 |   7,340,035.37 |    0.0% |      0.27 | `len=2`
|          793,936.33 |            1,259.55 |    0.0% |   16,777,223.47 |    3,147,360.12 |  5.331 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,424,882.78 |               95.92 |    0.0% |  145,752,074.37 |   41,280,806.42 |  3.531 |  22,020,102.06 |    0.0% |      1.99 | `len=16`
|        7,657,673.82 |              130.59 |    0.4% |  112,197,641.53 |   30,310,945.88 |  3.702 |  17,825,797.25 |    0.0% |      1.46 | `len=12`
|        5,090,862.25 |              196.43 |    0.5% |   78,643,208.76 |   20,146,847.44 |  3.903 |  13,631,492.47 |    0.0% |      0.97 | `len=8`
|        2,624,984.72 |              380.95 |    0.6% |   45,088,776.06 |   10,381,154.88 |  4.343 |   9,437,187.75 |    0.0% |      0.53 | `len=4`
|          793,365.94 |            1,260.45 |    0.0% |   15,728,647.47 |    3,147,407.00 |  4.997 |   4,194,307.19 |    0.0% |      0.15 | `len=1`
|        1,348,577.06 |              741.52 |    0.1% |   28,311,559.63 |    5,347,728.12 |  5.294 |   7,340,035.35 |    0.0% |      0.26 | `len=2`
|          793,658.00 |            1,259.99 |    0.0% |   15,728,647.47 |    3,147,388.06 |  4.997 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-goto   
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,653,445.69 |               93.87 |    0.1% |  143,654,922.44 |   42,214,295.94 |  3.403 |  19,922,950.16 |    0.0% |      2.04 | `len=16`
|        8,202,693.58 |              121.91 |    0.0% |  110,100,489.69 |   32,511,061.42 |  3.387 |  15,728,645.41 |    0.0% |      1.57 | `len=12`
|        5,796,103.71 |              172.53 |    0.1% |   76,546,056.95 |   22,955,203.82 |  3.335 |  11,534,340.68 |    0.0% |      1.11 | `len=8`
|        2,756,045.78 |              362.84 |    0.1% |   42,991,624.06 |   10,900,319.59 |  3.944 |   7,340,035.76 |    0.0% |      0.53 | `len=4`
|          832,240.39 |            1,201.58 |    0.7% |   15,728,647.50 |    3,304,320.67 |  4.760 |   3,145,731.19 |    0.0% |      0.16 | `len=1`
|        1,405,315.33 |              711.58 |    0.4% |   26,214,407.67 |    5,572,680.11 |  4.704 |   5,242,883.38 |    0.0% |      0.27 | `len=2`
|          837,528.47 |            1,193.99 |    0.8% |   15,728,647.47 |    3,315,118.88 |  4.745 |   3,145,731.19 |    0.0% |      0.16 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       13,119,131.12 |               76.22 |    0.0% |  161,480,715.18 |   52,060,205.00 |  3.102 |  22,020,102.88 |    0.0% |      2.51 | `len=16`
|        9,072,514.47 |              110.22 |    0.1% |  123,731,977.94 |   35,964,494.71 |  3.440 |  17,825,797.67 |    0.0% |      1.73 | `len=12`
|        5,673,575.21 |              176.26 |    0.1% |   85,983,240.94 |   22,466,705.78 |  3.827 |  13,631,492.65 |    0.0% |      1.08 | `len=8`
|        2,681,587.22 |              372.91 |    0.1% |   48,234,504.05 |   10,606,889.82 |  4.547 |   9,437,187.75 |    0.0% |      0.52 | `len=4`
|          793,362.12 |            1,260.46 |    0.1% |   15,728,647.47 |    3,147,323.06 |  4.997 |   4,194,307.18 |    0.0% |      0.15 | `len=1`
|        1,386,516.39 |              721.23 |    0.2% |   29,360,135.65 |    5,498,397.25 |  5.340 |   7,340,035.37 |    0.0% |      0.26 | `len=2`
|          793,595.53 |            1,260.09 |    0.0% |   15,728,647.47 |    3,147,253.41 |  4.998 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-2  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       12,138,353.39 |               82.38 |    0.0% |  128,974,871.89 |   48,150,341.22 |  2.679 |  19,922,950.61 |    0.0% |      2.32 | `len=16`
|        6,922,187.59 |              144.46 |    0.0% |   94,371,862.29 |   27,402,078.35 |  3.444 |  15,728,645.00 |    0.0% |      1.32 | `len=12`
|        4,382,711.39 |              228.17 |    0.0% |   68,157,461.56 |   17,345,909.61 |  3.929 |  11,534,340.25 |    0.0% |      0.84 | `len=8`
|        2,388,485.71 |              418.68 |    0.0% |   42,991,636.94 |    9,447,884.44 |  4.550 |   7,340,035.67 |    0.0% |      0.46 | `len=4`
|        1,058,514.56 |              944.72 |    0.0% |   23,068,692.56 |    4,196,817.84 |  5.497 |   3,145,731.26 |    0.0% |      0.20 | `len=1`
|        1,455,457.50 |              687.07 |    0.0% |   30,408,724.68 |    5,771,170.56 |  5.269 |   5,242,883.39 |    0.0% |      0.28 | `len=2`
|        1,058,411.58 |              944.81 |    0.0% |   23,068,692.56 |    4,196,695.31 |  5.497 |   3,145,731.25 |    0.0% |      0.20 | `len=1`
