
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        4,249,672.00 |              235.31 |    0.2% |   58,720,264.50 |   16,836,451.88 |  3.488 |   8,388,612.22 |    0.0% |      0.81 | `len=5`
|        3,079,822.22 |              324.69 |    0.3% |   48,234,504.18 |   12,188,876.83 |  3.957 |   7,340,035.88 |    0.0% |      0.59 | `len=4`
|        2,617,725.11 |              382.01 |    0.0% |   37,748,744.00 |   10,377,124.75 |  3.638 |   6,291,459.74 |    0.0% |      0.50 | `len=3`
|        1,823,673.88 |              548.34 |    0.0% |   27,262,983.78 |    7,233,206.12 |  3.769 |   5,242,883.50 |    0.0% |      0.35 | `len=2`
|        1,066,630.84 |              937.53 |    0.1% |   15,728,647.56 |    4,231,525.65 |  3.717 |   3,145,731.26 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-u8     
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       14,791,751.31 |               67.61 |    0.0% |  198,180,875.67 |   58,659,354.28 |  3.379 |  24,117,255.39 |    0.0% |      2.83 | `len=18`
|       13,933,878.76 |               71.77 |    0.0% |  187,695,115.41 |   55,271,072.37 |  3.396 |  23,068,679.12 |    0.0% |      2.66 | `len=17`
|       12,919,594.62 |               77.40 |    0.0% |  177,209,355.12 |   51,227,796.59 |  3.459 |  22,020,102.82 |    0.0% |      2.47 | `len=16`
|       12,004,774.11 |               83.30 |    0.0% |  166,723,594.83 |   47,604,157.62 |  3.502 |  20,971,526.56 |    0.0% |      2.29 | `len=15`
|       10,771,508.94 |               92.84 |    0.0% |  156,237,834.47 |   42,709,542.65 |  3.658 |  19,922,950.18 |    0.0% |      2.06 | `len=14`
|        9,797,274.44 |              102.07 |    0.0% |  145,752,074.17 |   38,843,018.39 |  3.752 |  18,874,373.88 |    0.0% |      1.87 | `len=13`
|        8,995,335.00 |              111.17 |    0.0% |  135,266,313.94 |   35,661,682.56 |  3.793 |  17,825,797.65 |    0.0% |      1.72 | `len=12`
|        7,918,929.53 |              126.28 |    0.1% |  124,780,553.61 |   31,398,676.06 |  3.974 |  16,777,221.32 |    0.0% |      1.51 | `len=11`
|        7,130,544.71 |              140.24 |    0.0% |  114,294,793.38 |   28,256,528.33 |  4.045 |  15,728,645.11 |    0.0% |      1.36 | `len=10`
|        6,424,817.75 |              155.65 |    0.0% |  103,809,033.18 |   25,450,630.82 |  4.079 |  14,680,068.88 |    0.0% |      1.23 | `len=9`
|        5,683,808.00 |              175.94 |    0.2% |   93,323,272.94 |   22,506,249.06 |  4.147 |  13,631,492.65 |    0.0% |      1.09 | `len=8`
|        4,830,136.00 |              207.03 |    0.4% |   82,837,512.69 |   19,103,676.00 |  4.336 |  12,582,916.39 |    0.0% |      0.95 | `len=7`
|        4,274,123.72 |              233.97 |    0.1% |   72,351,752.53 |   16,919,415.61 |  4.276 |  11,534,340.24 |    0.0% |      0.82 | `len=6`
|        3,357,366.62 |              297.85 |    0.0% |   61,865,992.24 |   13,284,349.78 |  4.657 |  10,485,763.94 |    0.0% |      0.64 | `len=5`
|        2,668,662.72 |              374.72 |    0.0% |   51,380,232.06 |   10,552,936.76 |  4.869 |   9,437,187.75 |    0.0% |      0.51 | `len=4`
|        1,889,682.56 |              529.19 |    0.3% |   40,894,471.81 |    7,488,709.58 |  5.461 |   8,388,611.50 |    0.0% |      0.36 | `len=3`
|        1,322,563.88 |              756.11 |    0.0% |   30,408,711.62 |    5,246,570.88 |  5.796 |   7,340,035.33 |    0.0% |      0.25 | `len=2`
|          792,953.29 |            1,261.11 |    0.0% |   15,728,647.47 |    3,147,283.72 |  4.998 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       15,174,151.47 |               65.90 |    0.0% |  180,355,083.81 |   60,174,667.44 |  2.997 |  24,117,255.53 |    0.0% |      2.90 | `len=18`
|       13,917,517.44 |               71.85 |    0.0% |  170,917,899.39 |   55,202,433.12 |  3.096 |  23,068,679.11 |    0.0% |      2.66 | `len=17`
|       13,067,830.41 |               76.52 |    0.1% |  161,480,715.18 |   51,823,097.71 |  3.116 |  22,020,102.88 |    0.0% |      2.50 | `len=16`
|       12,115,495.83 |               82.54 |    0.0% |  152,043,530.88 |   48,046,786.50 |  3.164 |  20,971,526.58 |    0.0% |      2.32 | `len=15`
|       11,072,929.88 |               90.31 |    0.0% |  142,606,346.56 |   43,919,226.78 |  3.247 |  19,922,950.26 |    0.0% |      2.12 | `len=14`
|        9,784,046.33 |              102.21 |    0.0% |  133,169,162.18 |   38,816,302.05 |  3.431 |  18,874,373.88 |    0.0% |      1.87 | `len=13`
|        8,957,626.00 |              111.64 |    0.0% |  123,731,977.89 |   35,517,189.71 |  3.484 |  17,825,797.62 |    0.0% |      1.71 | `len=12`
|        8,017,600.62 |              124.73 |    0.0% |  114,294,793.65 |   31,779,889.21 |  3.596 |  16,777,221.37 |    0.0% |      1.53 | `len=11`
|        7,157,975.17 |              139.70 |    0.1% |  104,857,609.38 |   28,357,093.44 |  3.698 |  15,728,645.11 |    0.0% |      1.37 | `len=10`
|        6,322,176.72 |              158.17 |    0.2% |   95,420,425.12 |   25,034,602.05 |  3.812 |  14,680,068.83 |    0.0% |      1.21 | `len=9`
|        5,637,395.47 |              177.39 |    0.3% |   85,983,240.94 |   22,325,067.11 |  3.851 |  13,631,492.65 |    0.0% |      1.08 | `len=8`
|        4,834,968.84 |              206.83 |    0.7% |   76,546,056.75 |   19,143,855.32 |  3.998 |  12,582,916.47 |    0.0% |      0.98 | `len=7`
|        4,095,446.44 |              244.17 |    0.0% |   67,108,872.44 |   16,206,125.38 |  4.141 |  11,534,340.17 |    0.0% |      0.78 | `len=6`
|        3,445,707.12 |              290.22 |    0.0% |   57,671,688.28 |   13,629,526.59 |  4.231 |  10,485,764.00 |    0.0% |      0.66 | `len=5`
|        2,701,302.89 |              370.19 |    0.1% |   48,234,504.06 |   10,678,389.50 |  4.517 |   9,437,187.75 |    0.0% |      0.52 | `len=4`
|        2,072,780.19 |              482.44 |    0.2% |   38,797,319.84 |    8,212,166.25 |  4.724 |   8,388,611.56 |    0.0% |      0.40 | `len=3`
|        1,396,818.37 |              715.91 |    0.0% |   29,360,135.65 |    5,539,784.06 |  5.300 |   7,340,035.35 |    0.0% |      0.27 | `len=2`
|          793,380.59 |            1,260.43 |    0.1% |   15,728,647.47 |    3,147,256.29 |  4.998 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-2  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       13,503,711.72 |               74.05 |    0.0% |  150,994,968.29 |   53,590,876.89 |  2.818 |  22,020,103.00 |    0.0% |      2.58 | `len=18`
|       12,507,688.37 |               79.95 |    0.0% |  141,557,784.00 |   49,607,085.28 |  2.854 |  20,971,526.71 |    0.0% |      2.39 | `len=17`
|       12,139,688.11 |               82.37 |    0.0% |  128,974,871.88 |   48,149,379.28 |  2.679 |  19,922,950.59 |    0.0% |      2.32 | `len=16`
|       11,116,711.69 |               89.95 |    0.0% |  119,537,687.56 |   44,078,552.69 |  2.712 |  18,874,374.28 |    0.0% |      2.12 | `len=15`
|        9,538,853.00 |              104.83 |    0.0% |  111,149,079.11 |   37,813,972.67 |  2.939 |  17,825,797.81 |    0.0% |      1.82 | `len=14`
|        7,961,401.24 |              125.61 |    0.0% |  102,760,470.62 |   31,512,635.31 |  3.261 |  16,777,221.33 |    0.0% |      1.52 | `len=13`
|        6,905,101.32 |              144.82 |    0.0% |   94,371,862.31 |   27,321,750.50 |  3.454 |  15,728,645.00 |    0.0% |      1.32 | `len=12`
|        6,581,280.17 |              151.95 |    0.0% |   88,080,406.21 |   26,042,407.78 |  3.382 |  14,680,068.94 |    0.0% |      1.26 | `len=11`
|        5,709,364.88 |              175.15 |    0.0% |   81,788,949.94 |   22,603,952.38 |  3.618 |  13,631,492.65 |    0.0% |      1.09 | `len=10`
|        5,146,933.00 |              194.29 |    0.0% |   74,448,917.78 |   20,377,685.39 |  3.653 |  12,582,916.50 |    0.0% |      0.98 | `len=9`
|        4,380,573.50 |              228.28 |    0.0% |   68,157,461.53 |   17,334,256.50 |  3.932 |  11,534,340.25 |    0.0% |      0.84 | `len=8`
|        3,988,430.62 |              250.73 |    0.0% |   61,866,005.42 |   15,778,185.61 |  3.921 |  10,485,764.12 |    0.0% |      0.76 | `len=7`
|        3,350,676.76 |              298.45 |    0.0% |   56,623,125.24 |   13,258,529.00 |  4.271 |   9,437,187.94 |    0.0% |      0.64 | `len=6`
|        2,837,240.59 |              352.46 |    0.0% |   49,283,093.06 |   11,225,905.06 |  4.390 |   8,388,611.79 |    0.0% |      0.54 | `len=5`
|        2,389,014.33 |              418.58 |    0.0% |   42,991,636.94 |    9,449,877.00 |  4.549 |   7,340,035.67 |    0.0% |      0.46 | `len=4`
|        1,853,497.35 |              539.52 |    0.0% |   36,700,180.79 |    7,348,516.47 |  4.994 |   6,291,459.50 |    0.0% |      0.35 | `len=3`
|        1,454,929.31 |              687.32 |    0.0% |   30,408,724.67 |    5,771,360.06 |  5.269 |   5,242,883.38 |    0.0% |      0.28 | `len=2`
|        1,058,449.00 |              944.78 |    0.0% |   23,068,692.56 |    4,196,545.53 |  5.497 |   3,145,731.25 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:--------------
|       14,718,385.41 |               67.94 |    0.0% |  180,355,083.65 |   58,358,977.53 |  3.090 |  24,117,255.35 |    0.0% |      2.81 | `len=18`
|       13,923,715.87 |               71.82 |    0.0% |  170,917,899.41 |   55,223,717.65 |  3.095 |  23,068,679.12 |    0.0% |      2.66 | `len=17`
|       13,022,597.44 |               76.79 |    0.0% |  161,480,715.16 |   51,644,592.26 |  3.127 |  22,020,102.88 |    0.0% |      2.49 | `len=16`
|       12,093,162.69 |               82.69 |    0.0% |  152,043,530.88 |   47,940,431.38 |  3.172 |  20,971,526.58 |    0.0% |      2.31 | `len=15`
|       10,869,230.82 |               92.00 |    0.0% |  142,606,346.50 |   43,095,844.44 |  3.309 |  19,922,950.21 |    0.0% |      2.08 | `len=14`
|        9,819,173.79 |              101.84 |    0.0% |  133,169,162.18 |   38,930,613.41 |  3.421 |  18,874,373.88 |    0.0% |      1.88 | `len=13`
|        8,969,492.11 |              111.49 |    0.1% |  123,731,977.94 |   35,559,851.89 |  3.480 |  17,825,797.65 |    0.0% |      1.71 | `len=12`
|        8,011,099.47 |              124.83 |    0.1% |  114,294,793.65 |   31,754,541.79 |  3.599 |  16,777,221.35 |    0.0% |      1.53 | `len=11`
|        7,176,715.87 |              139.34 |    0.0% |  104,857,609.41 |   28,440,520.88 |  3.687 |  15,728,645.12 |    0.0% |      1.37 | `len=10`
|        6,306,620.12 |              158.56 |    0.0% |   95,420,425.12 |   24,979,874.74 |  3.820 |  14,680,068.83 |    0.0% |      1.20 | `len=9`
|        5,883,779.12 |              169.96 |    0.0% |   85,983,241.00 |   23,310,883.35 |  3.689 |  13,631,492.71 |    0.0% |      1.12 | `len=8`
|        4,883,752.78 |              204.76 |    0.0% |   76,546,056.69 |   19,329,311.17 |  3.960 |  12,582,916.41 |    0.0% |      0.93 | `len=7`
|        4,092,567.44 |              244.35 |    0.0% |   67,108,872.47 |   16,196,609.81 |  4.143 |  11,534,340.18 |    0.0% |      0.78 | `len=6`
|        3,432,742.81 |              291.31 |    0.0% |   57,671,688.26 |   13,581,362.33 |  4.246 |  10,485,764.00 |    0.0% |      0.66 | `len=5`
|        2,698,009.32 |              370.64 |    0.1% |   48,234,504.06 |   10,671,782.76 |  4.520 |   9,437,187.75 |    0.0% |      0.52 | `len=4`
|        2,082,256.81 |              480.25 |    0.2% |   38,797,319.88 |    8,253,623.19 |  4.701 |   8,388,611.56 |    0.0% |      0.40 | `len=3`
|        1,405,342.50 |              711.57 |    0.0% |   29,360,135.65 |    5,574,530.12 |  5.267 |   7,340,035.37 |    0.0% |      0.27 | `len=2`
|          793,695.78 |            1,259.93 |    0.1% |   16,777,223.47 |    3,147,274.24 |  5.331 |   4,194,307.18 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-16    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,114,148.69 |               98.87 |    0.0% |  145,752,077.28 |   40,003,807.06 |  3.643 |  13,631,494.00 |    0.0% |      1.93 | `len=18`
|       11,744,666.71 |               85.15 |    0.0% |  147,849,229.75 |   46,551,206.53 |  3.176 |  13,631,494.47 |    0.0% |      2.24 | `len=17`
|        9,128,845.31 |              109.54 |    0.1% |  132,120,589.00 |   36,115,044.62 |  3.658 |  12,582,917.69 |    0.0% |      1.74 | `len=16`
|       10,554,920.41 |               94.74 |    0.0% |  134,217,741.39 |   41,828,000.17 |  3.209 |  12,582,918.11 |    0.0% |      2.02 | `len=15`
|        8,152,762.29 |              122.66 |    0.1% |  118,489,100.69 |   32,255,286.18 |  3.673 |  11,534,341.39 |    0.0% |      1.56 | `len=14`
|        9,725,495.06 |              102.82 |    0.0% |  120,586,253.17 |   38,563,083.12 |  3.127 |  11,534,341.88 |    0.0% |      1.86 | `len=13`
|        7,181,791.76 |              139.24 |    0.1% |  104,857,612.38 |   28,405,935.76 |  3.691 |  10,485,765.11 |    0.0% |      1.37 | `len=12`
|        9,077,411.58 |              110.16 |    0.7% |  106,954,764.94 |   36,010,398.16 |  2.970 |  10,485,765.67 |    0.0% |      1.73 | `len=11`
|        6,359,103.39 |              157.25 |    0.0% |   91,226,124.12 |   25,163,481.75 |  3.625 |   9,437,188.84 |    0.0% |      1.21 | `len=10`
|        8,058,999.06 |              124.08 |    0.0% |   93,323,276.65 |   31,970,298.61 |  2.919 |   9,437,189.35 |    0.0% |      1.54 | `len=9`
|        5,278,065.00 |              189.46 |    0.0% |   77,594,635.82 |   20,883,851.17 |  3.716 |   8,388,612.53 |    0.0% |      1.01 | `len=8`
|        7,111,399.94 |              140.62 |    0.0% |   79,691,788.37 |   28,224,975.59 |  2.823 |   8,388,613.06 |    0.0% |      1.36 | `len=7`
|        4,207,810.87 |              237.65 |    0.1% |   63,963,147.50 |   16,662,795.71 |  3.839 |   7,340,036.22 |    0.0% |      0.80 | `len=6`
|        6,347,249.53 |              157.55 |    0.3% |   66,060,300.12 |   25,169,305.32 |  2.625 |   7,340,036.84 |    0.0% |      1.22 | `len=5`
|        3,264,373.47 |              306.34 |    0.0% |   50,331,659.21 |   12,927,701.44 |  3.893 |   6,291,459.94 |    0.0% |      0.62 | `len=4`
|        5,362,483.74 |              186.48 |    0.0% |   52,428,811.83 |   21,270,473.58 |  2.465 |   6,291,460.56 |    0.0% |      1.02 | `len=3`
|        2,229,281.44 |              448.58 |    0.0% |   36,700,170.89 |    8,841,045.59 |  4.151 |   5,242,883.61 |    0.0% |      0.43 | `len=2`
|        4,656,202.11 |              214.77 |    0.0% |   37,748,747.62 |   18,472,067.06 |  2.044 |   5,242,884.33 |    0.0% |      0.89 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-16-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,619,018.25 |               94.17 |    0.0% |  156,237,833.44 |   42,011,011.44 |  3.719 |  19,922,950.12 |    0.0% |      2.03 | `len=18`
|       10,615,374.24 |               94.20 |    0.0% |  156,237,833.41 |   42,016,782.88 |  3.718 |  19,922,950.12 |    0.0% |      2.03 | `len=17`
|        9,749,753.06 |              102.57 |    0.0% |  140,509,193.17 |   38,586,209.00 |  3.641 |  17,825,797.88 |    0.0% |      1.86 | `len=16`
|        9,764,580.00 |              102.41 |    0.0% |  140,509,193.17 |   38,652,007.94 |  3.635 |  17,825,797.88 |    0.0% |      1.86 | `len=15`
|        8,817,058.78 |              113.42 |    0.0% |  124,780,552.89 |   34,893,125.17 |  3.576 |  15,728,645.61 |    0.0% |      1.68 | `len=14`
|        8,810,346.22 |              113.50 |    0.0% |  124,780,552.88 |   34,898,704.17 |  3.576 |  15,728,645.59 |    0.0% |      1.68 | `len=13`
|        7,886,231.47 |              126.80 |    0.2% |  109,051,912.61 |   31,234,179.35 |  3.491 |  13,631,493.32 |    0.0% |      1.51 | `len=12`
|        7,726,615.35 |              129.42 |    0.0% |  109,051,912.56 |   30,610,935.39 |  3.563 |  13,631,493.26 |    0.0% |      1.48 | `len=11`
|        6,814,431.69 |              146.75 |    0.1% |   93,323,272.29 |   26,980,022.88 |  3.459 |  11,534,341.00 |    0.0% |      1.30 | `len=10`
|        6,676,403.50 |              149.78 |    0.0% |   93,323,272.24 |   26,447,775.44 |  3.529 |  11,534,340.94 |    0.0% |      1.28 | `len=9`
|        5,958,276.50 |              167.83 |    0.1% |   77,594,632.00 |   23,609,686.44 |  3.287 |   9,437,188.74 |    0.0% |      1.14 | `len=8`
|        5,872,571.65 |              170.28 |    0.0% |   77,594,632.00 |   23,283,753.33 |  3.333 |   9,437,188.71 |    0.0% |      1.12 | `len=7`
|        5,184,567.44 |              192.88 |    0.1% |   61,865,991.79 |   20,557,823.06 |  3.009 |   7,340,036.50 |    0.0% |      0.99 | `len=6`
|        5,106,628.00 |              195.82 |    0.0% |   61,865,991.76 |   20,260,381.25 |  3.054 |   7,340,036.47 |    0.0% |      0.98 | `len=5`
|        4,460,524.65 |              224.19 |    0.3% |   46,137,351.56 |   17,691,473.59 |  2.608 |   5,242,884.28 |    0.0% |      0.85 | `len=4`
|        4,448,602.78 |              224.79 |    0.3% |   46,137,351.56 |   17,644,998.33 |  2.615 |   5,242,884.28 |    0.0% |      0.85 | `len=3`
|        3,577,106.29 |              279.56 |    0.0% |   30,408,711.29 |   14,196,681.88 |  2.142 |   3,145,732.00 |    0.0% |      0.68 | `len=2`
|        3,579,246.76 |              279.39 |    0.0% |   30,408,711.29 |   14,204,251.83 |  2.141 |   3,145,732.00 |    0.0% |      0.68 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-32    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,311,418.11 |              120.32 |    0.0% |  103,809,034.74 |   32,878,823.53 |  3.157 |  11,534,341.44 |    0.0% |      1.59 | `len=18`
|        8,274,791.84 |              120.85 |    0.1% |  103,809,034.74 |   32,731,591.47 |  3.172 |  11,534,341.44 |    0.0% |      1.58 | `len=17`
|        5,955,296.61 |              167.92 |    0.0% |   85,983,242.00 |   23,555,643.69 |  3.650 |   9,437,188.74 |    0.0% |      1.14 | `len=16`
|        7,369,936.19 |              135.69 |    0.0% |   88,080,394.44 |   29,157,667.31 |  3.021 |  10,485,765.16 |    0.0% |      1.41 | `len=15`
|        7,410,308.81 |              134.95 |    0.0% |   88,080,394.47 |   29,321,300.35 |  3.004 |  10,485,765.18 |    0.0% |      1.42 | `len=14`
|        7,195,173.44 |              138.98 |    0.0% |   88,080,394.38 |   28,470,292.12 |  3.094 |  10,485,765.11 |    0.0% |      1.37 | `len=13`
|        4,823,489.76 |              207.32 |    0.1% |   70,254,601.69 |   19,072,046.24 |  3.684 |   8,388,612.39 |    0.0% |      0.92 | `len=12`
|        6,466,690.94 |              154.64 |    0.0% |   72,351,754.18 |   25,593,299.88 |  2.827 |   9,437,188.88 |    0.0% |      1.24 | `len=11`
|        6,601,653.06 |              151.48 |    0.6% |   72,351,754.24 |   26,135,014.71 |  2.768 |   9,437,188.94 |    0.0% |      1.27 | `len=10`
|        6,451,838.68 |              154.99 |    0.0% |   72,351,754.18 |   25,566,258.19 |  2.830 |   9,437,188.88 |    0.0% |      1.23 | `len=9`
|        3,678,819.87 |              271.83 |    0.1% |   54,525,961.33 |   14,542,318.50 |  3.749 |   7,340,036.06 |    0.0% |      0.70 | `len=8`
|        5,423,492.18 |              184.38 |    0.0% |   56,623,113.88 |   21,492,125.00 |  2.635 |   8,388,612.58 |    0.0% |      1.04 | `len=7`
|        5,573,858.44 |              179.41 |    0.2% |   56,623,113.89 |   22,101,827.44 |  2.562 |   8,388,612.61 |    0.0% |      1.06 | `len=6`
|        5,505,504.00 |              181.64 |    0.8% |   56,623,113.89 |   21,843,525.53 |  2.592 |   8,388,612.61 |    0.0% |      1.05 | `len=5`
|        2,457,593.53 |              406.90 |    0.0% |   38,797,320.95 |    9,724,670.94 |  3.990 |   6,291,459.68 |    0.0% |      0.47 | `len=4`
|        4,455,370.47 |              224.45 |    0.2% |   39,845,897.56 |   17,665,067.05 |  2.256 |   7,340,036.28 |    0.0% |      0.85 | `len=3`
|        4,450,763.29 |              224.68 |    0.2% |   39,845,897.56 |   17,656,989.24 |  2.257 |   7,340,036.28 |    0.0% |      0.85 | `len=2`
|        4,445,057.38 |              224.97 |    0.2% |   39,845,897.56 |   17,637,802.56 |  2.259 |   7,340,036.28 |    0.0% |      0.85 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-64    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        6,837,064.69 |              146.26 |    0.3% |   88,080,413.29 |   27,034,843.28 |  3.258 |   9,437,189.00 |    0.0% |      1.30 | `len=18`
|        6,603,750.84 |              151.43 |    0.0% |   88,080,413.24 |   26,121,126.56 |  3.372 |   9,437,188.94 |    0.0% |      1.26 | `len=17`
|        4,346,856.12 |              230.05 |    0.1% |   67,108,892.53 |   17,178,833.63 |  3.906 |   7,340,036.24 |    0.0% |      0.83 | `len=16`
|        5,609,902.71 |              178.26 |    0.1% |   67,108,892.89 |   22,184,997.94 |  3.025 |   8,388,612.62 |    0.0% |      1.07 | `len=15`
|        5,580,014.71 |              179.21 |    0.0% |   67,108,892.89 |   22,075,246.71 |  3.040 |   8,388,612.62 |    0.0% |      1.07 | `len=14`
|        5,733,463.19 |              174.41 |    0.9% |   67,108,892.94 |   22,677,336.69 |  2.959 |   8,388,612.65 |    0.0% |      1.09 | `len=13`
|        5,564,945.47 |              179.70 |    0.1% |   67,108,892.94 |   22,016,414.94 |  3.048 |   8,388,612.62 |    0.0% |      1.07 | `len=12`
|        5,542,556.63 |              180.42 |    0.0% |   67,108,892.89 |   21,930,539.76 |  3.060 |   8,388,612.61 |    0.0% |      1.06 | `len=11`
|        5,691,202.06 |              175.71 |    0.8% |   67,108,892.94 |   22,504,696.82 |  2.982 |   8,388,612.65 |    0.0% |      1.09 | `len=10`
|        5,541,803.11 |              180.45 |    0.0% |   67,108,892.89 |   21,932,344.44 |  3.060 |   8,388,612.61 |    0.0% |      1.06 | `len=9`
|        2,875,493.72 |              347.77 |    0.1% |   46,137,372.11 |   11,373,463.26 |  4.057 |   6,291,459.81 |    0.0% |      0.55 | `len=8`
|        4,483,822.17 |              223.02 |    0.0% |   44,040,220.59 |   17,741,431.35 |  2.482 |   7,340,036.29 |    0.0% |      0.86 | `len=7`
|        4,487,540.88 |              222.84 |    0.0% |   44,040,220.59 |   17,769,832.44 |  2.478 |   7,340,036.29 |    0.0% |      0.86 | `len=6`
|        4,478,921.65 |              223.27 |    0.0% |   44,040,220.58 |   17,758,029.78 |  2.480 |   7,340,036.29 |    0.0% |      0.86 | `len=5`
|        4,477,800.12 |              223.32 |    0.0% |   44,040,220.56 |   17,762,763.53 |  2.479 |   7,340,036.28 |    0.0% |      0.86 | `len=4`
|        4,472,786.63 |              223.57 |    0.0% |   44,040,220.56 |   17,744,194.18 |  2.482 |   7,340,036.28 |    0.0% |      0.85 | `len=3`
|        4,477,077.06 |              223.36 |    0.0% |   44,040,220.58 |   17,759,853.12 |  2.480 |   7,340,036.29 |    0.0% |      0.86 | `len=2`
|        4,476,575.82 |              223.39 |    0.0% |   44,040,220.56 |   17,754,276.81 |  2.481 |   7,340,036.28 |    0.0% |      0.86 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | pre-16     
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        7,654,718.44 |              130.64 |    0.0% |   98,566,166.53 |   30,266,910.82 |  3.257 |  13,631,493.24 |    0.0% |      1.46 | `len=18`
|        7,650,583.53 |              130.71 |    0.0% |   98,566,166.53 |   30,250,590.47 |  3.258 |  13,631,493.24 |    0.0% |      1.46 | `len=17`
|        7,064,411.17 |              141.55 |    0.1% |   90,177,558.35 |   27,925,242.24 |  3.229 |  12,582,917.06 |    0.0% |      1.35 | `len=16`
|        7,040,988.06 |              142.03 |    0.0% |   90,177,558.35 |   27,843,541.74 |  3.239 |  12,582,917.06 |    0.0% |      1.35 | `len=15`
|        6,344,082.47 |              157.63 |    0.1% |   81,788,950.12 |   25,090,565.88 |  3.260 |  11,534,340.84 |    0.0% |      1.21 | `len=14`
