
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        1,638,980.94 |              610.14 |    0.0% |   30,408,711.72 |    6,502,048.56 |  4.677 |   4,194,306.38 |    0.0% |      0.31 | `len=2`
|        1,056,908.17 |              946.16 |    0.1% |   20,971,527.56 |    4,195,894.88 |  4.998 |   3,145,730.19 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-u8     
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,403,911.00 |               96.12 |    0.0% |  145,752,074.37 |   41,221,361.00 |  3.536 |  18,874,373.00 |    0.0% |      1.99 | `len=16`
|        7,863,989.06 |              127.16 |    0.0% |  112,197,641.59 |   31,145,793.71 |  3.602 |  14,680,068.25 |    0.0% |      1.50 | `len=12`
|        4,948,056.58 |              202.10 |    0.2% |   78,643,208.72 |   19,580,759.32 |  4.016 |  10,485,763.38 |    0.0% |      0.95 | `len=8`
|        2,627,950.94 |              380.52 |    0.0% |   45,088,776.00 |   10,399,718.58 |  4.336 |   6,291,458.68 |    0.0% |      0.50 | `len=4`
|          881,308.84 |            1,134.68 |    0.0% |   18,874,375.50 |    3,496,717.47 |  5.398 |   3,145,730.16 |    0.0% |      0.17 | `len=1`
|        1,322,526.22 |              756.13 |    0.0% |   28,311,559.62 |    5,245,357.68 |  5.397 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|          881,132.37 |            1,134.90 |    0.1% |   18,874,375.50 |    3,496,701.11 |  5.398 |   3,145,730.16 |    0.0% |      0.17 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-m10    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,404,999.94 |               96.11 |    0.0% |  145,752,074.37 |   41,221,832.31 |  3.536 |  18,874,373.00 |    0.0% |      1.99 | `len=16`
|        7,885,185.88 |              126.82 |    0.0% |  112,197,641.61 |   31,226,150.26 |  3.593 |  14,680,068.25 |    0.0% |      1.51 | `len=12`
|        4,963,681.25 |              201.46 |    0.1% |   78,643,208.72 |   19,656,060.82 |  4.001 |  10,485,763.38 |    0.0% |      0.95 | `len=8`
|        2,628,367.62 |              380.46 |    0.0% |   45,088,776.00 |   10,403,408.39 |  4.334 |   6,291,458.68 |    0.0% |      0.50 | `len=4`
|          881,367.63 |            1,134.60 |    0.0% |   18,874,375.50 |    3,496,745.44 |  5.398 |   3,145,730.16 |    0.0% |      0.17 | `len=1`
|        1,322,485.82 |              756.15 |    0.0% |   28,311,559.63 |    5,245,400.58 |  5.397 |   4,194,306.29 |    0.0% |      0.25 | `len=2`
|          881,540.56 |            1,134.38 |    0.0% |   18,874,375.50 |    3,496,694.42 |  5.398 |   3,145,730.16 |    0.0% |      0.17 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-and    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,271,069.00 |               97.36 |    0.1% |  161,480,714.31 |   40,676,932.89 |  3.970 |  18,874,372.95 |    0.0% |      1.96 | `len=16`
|        7,942,569.25 |              125.90 |    0.1% |  123,731,977.61 |   31,481,249.41 |  3.930 |  14,680,068.26 |    0.0% |      1.52 | `len=12`
|        5,151,617.39 |              194.11 |    0.1% |   85,983,240.78 |   20,393,728.83 |  4.216 |  10,485,763.44 |    0.0% |      0.98 | `len=8`
|        2,633,942.79 |              379.66 |    0.0% |   48,234,504.00 |   10,425,073.06 |  4.627 |   6,291,458.68 |    0.0% |      0.50 | `len=4`
|          925,964.50 |            1,079.96 |    0.0% |   19,922,951.50 |    3,671,483.53 |  5.426 |   3,145,730.17 |    0.0% |      0.18 | `len=1`
|        1,322,388.00 |              756.21 |    0.0% |   29,360,135.62 |    5,245,056.00 |  5.598 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|          924,655.00 |            1,081.48 |    0.0% |   19,922,951.50 |    3,671,377.26 |  5.427 |   3,145,730.17 |    0.0% |      0.18 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-xor    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       11,253,025.18 |               88.86 |    0.1% |  179,306,506.61 |   44,609,372.29 |  4.019 |  18,874,373.25 |    0.0% |      2.14 | `len=16`
|        8,356,147.56 |              119.67 |    0.0% |  137,363,465.75 |   33,114,008.59 |  4.148 |  14,680,068.39 |    0.0% |      1.60 | `len=12`
|        5,630,067.56 |              177.62 |    0.1% |   95,420,424.94 |   22,302,096.00 |  4.279 |  10,485,763.58 |    0.0% |      1.10 | `len=8`
|        3,715,028.72 |              269.18 |    5.2% |   53,477,384.32 |   14,727,139.33 |  3.631 |   6,291,459.00 |    0.0% |      0.70 | :wavy_dash: `len=4` (Unstable with ~17.4 iters. Increase `minEpochIterations` to e.g. 174)
|        1,057,851.06 |              945.31 |    0.0% |   20,971,527.56 |    4,195,799.19 |  4.998 |   3,145,730.21 |    0.0% |      0.20 | `len=1`
|        1,499,051.32 |              667.09 |    0.0% |   32,505,863.69 |    5,945,790.69 |  5.467 |   4,194,306.33 |    0.0% |      0.29 | `len=2`
|        1,057,261.47 |              945.84 |    0.0% |   20,971,527.56 |    4,195,821.82 |  4.998 |   3,145,730.21 |    0.0% |      0.20 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        9,851,261.75 |              101.51 |    0.1% |  130,023,434.21 |   39,039,408.76 |  3.331 |  18,874,372.88 |    0.0% |      1.89 | `len=16`
|        7,162,334.11 |              139.62 |    0.0% |  100,663,305.39 |   28,350,837.28 |  3.551 |  14,680,068.06 |    0.0% |      1.37 | `len=12`
|        4,853,183.62 |              206.05 |    0.2% |   71,303,176.69 |   19,214,539.31 |  3.711 |  10,485,763.35 |    0.0% |      0.93 | `len=8`
|        2,393,046.19 |              417.88 |    0.1% |   41,943,047.94 |    9,472,592.94 |  4.428 |   6,291,458.61 |    0.0% |      0.46 | `len=4`
|          881,350.44 |            1,134.62 |    0.0% |   18,874,375.50 |    3,496,622.16 |  5.398 |   3,145,730.16 |    0.0% |      0.17 | `len=1`
|        1,371,969.58 |              728.88 |    0.0% |   27,262,983.65 |    5,444,136.47 |  5.008 |   4,194,306.29 |    0.0% |      0.26 | `len=2`
|          881,257.37 |            1,134.74 |    0.0% |   18,874,375.50 |    3,496,809.37 |  5.398 |   3,145,730.16 |    0.0% |      0.17 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range-1
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        9,978,549.00 |              100.21 |    0.0% |  128,974,858.22 |   39,524,932.94 |  3.263 |  18,874,372.89 |    0.0% |      1.91 | `len=16`
|        7,720,744.62 |              129.52 |    0.1% |   99,614,729.56 |   30,601,982.50 |  3.255 |  14,680,068.19 |    0.0% |      1.47 | `len=12`
|        4,811,073.69 |              207.85 |    0.5% |   70,254,600.68 |   19,033,453.06 |  3.691 |  10,485,763.33 |    0.0% |      0.92 | `len=8`
|        2,360,315.63 |              423.67 |    0.2% |   40,894,471.94 |    9,330,499.06 |  4.383 |   6,291,458.59 |    0.0% |      0.45 | `len=4`
|          793,720.00 |            1,259.89 |    0.1% |   17,825,799.47 |    3,147,324.56 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`
|        1,295,272.61 |              772.04 |    0.1% |   26,214,407.62 |    5,138,452.94 |  5.102 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|          793,695.72 |            1,259.93 |    0.0% |   17,825,799.47 |    3,147,323.19 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,637,816.58 |               94.00 |    0.0% |  144,703,498.44 |   42,151,398.89 |  3.433 |  18,874,373.06 |    0.0% |      2.03 | `len=16`
|        7,831,439.37 |              127.69 |    0.1% |  111,149,065.58 |   31,012,579.68 |  3.584 |  14,680,068.24 |    0.0% |      1.50 | `len=12`
|        5,145,603.28 |              194.34 |    0.1% |   77,594,632.78 |   20,367,313.67 |  3.810 |  10,485,763.44 |    0.0% |      0.98 | `len=8`
|        2,637,510.94 |              379.15 |    0.0% |   44,040,200.00 |   10,440,532.00 |  4.218 |   6,291,458.68 |    0.0% |      0.50 | `len=4`
|          793,803.71 |            1,259.76 |    0.0% |   17,825,799.47 |    3,147,433.06 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`
|        1,410,568.89 |              708.93 |    0.0% |   27,262,983.65 |    5,596,323.00 |  4.872 |   4,194,306.31 |    0.0% |      0.27 | `len=2`
|          793,688.71 |            1,259.94 |    0.0% |   17,825,799.47 |    3,147,301.33 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-goto   
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,639,516.69 |               93.99 |    0.0% |  141,557,770.47 |   42,140,549.06 |  3.359 |  18,874,373.12 |    0.0% |      2.03 | `len=16`
|        8,107,829.65 |              123.34 |    0.0% |  108,003,337.67 |   32,109,100.89 |  3.364 |  14,680,068.32 |    0.0% |      1.55 | `len=12`
|        4,749,819.53 |              210.53 |    0.3% |   74,448,904.67 |   18,789,254.82 |  3.962 |  10,485,763.31 |    0.0% |      0.91 | `len=8`
|        2,652,878.56 |              376.95 |    0.0% |   40,894,472.05 |   10,502,323.61 |  3.894 |   6,291,458.69 |    0.0% |      0.51 | `len=4`
|          801,459.78 |            1,247.72 |    0.2% |   14,680,071.47 |    3,178,424.65 |  4.619 |   3,145,730.12 |    0.0% |      0.15 | `len=1`
|        1,453,622.22 |              687.94 |    0.1% |   24,117,255.67 |    5,765,550.19 |  4.183 |   4,194,306.32 |    0.0% |      0.28 | `len=2`
|          802,149.00 |            1,246.65 |    0.5% |   14,680,071.50 |    3,176,496.61 |  4.621 |   3,145,730.12 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        9,791,499.50 |              102.13 |    0.1% |  128,974,858.18 |   38,764,091.22 |  3.327 |  18,874,372.82 |    0.0% |      1.87 | `len=16`
|        7,842,202.94 |              127.52 |    0.1% |   99,614,729.59 |   31,066,242.12 |  3.207 |  14,680,068.26 |    0.0% |      1.50 | `len=12`
|        4,768,906.76 |              209.69 |    0.3% |   70,254,600.67 |   18,874,154.06 |  3.722 |  10,485,763.32 |    0.0% |      0.91 | `len=8`
|        2,389,315.59 |              418.53 |    0.0% |   40,894,471.94 |    9,457,291.95 |  4.324 |   6,291,458.59 |    0.0% |      0.46 | `len=4`
|          793,789.88 |            1,259.78 |    0.0% |   17,825,799.47 |    3,147,383.89 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`
|        1,293,434.44 |              773.14 |    0.1% |   26,214,407.62 |    5,130,740.19 |  5.109 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|          793,631.18 |            1,260.03 |    0.1% |   17,825,799.47 |    3,147,387.22 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-sub-2  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,923,629.81 |              112.06 |    0.0% |  111,149,065.89 |   35,333,235.39 |  3.146 |  19,922,948.56 |    0.0% |      1.70 | `len=16`
|        6,567,381.53 |              152.27 |    0.0% |   85,983,241.21 |   26,000,278.19 |  3.307 |  15,728,643.88 |    0.0% |      1.25 | `len=12`
|        4,198,697.88 |              238.17 |    0.1% |   60,817,416.53 |   16,619,079.61 |  3.659 |  11,534,339.18 |    0.0% |      0.80 | `len=8`
|        2,194,296.78 |              455.73 |    0.0% |   35,651,591.89 |    8,683,351.24 |  4.106 |   7,340,034.56 |    0.0% |      0.42 | `len=4`
|          797,357.41 |            1,254.14 |    0.1% |   16,777,223.47 |    3,165,192.56 |  5.301 |   3,145,730.12 |    0.0% |      0.15 | `len=1`
|        1,321,462.88 |              756.74 |    0.0% |   23,068,679.62 |    5,245,233.88 |  4.398 |   5,242,882.28 |    0.0% |      0.25 | `len=2`
|          797,780.59 |            1,253.48 |    0.1% |   16,777,223.47 |    3,165,956.00 |  5.299 |   3,145,730.12 |    0.0% |      0.15 | `len=1`
