
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        3,062,304.69 |              326.55 |    0.0% |   48,234,504.16 |   12,119,972.00 |  3.980 |   9,437,186.81 |    0.0% |      0.58 | `len=6`
|        2,590,560.32 |              386.02 |    0.0% |   41,943,048.00 |   10,248,654.44 |  4.093 |   8,388,610.67 |    0.0% |      0.49 | `len=5`
|        2,194,581.65 |              455.67 |    0.0% |   35,651,591.88 |    8,683,452.24 |  4.106 |   7,340,034.53 |    0.0% |      0.42 | `len=4`
|        1,709,225.78 |              585.06 |    0.0% |   29,360,135.75 |    6,773,674.37 |  4.334 |   6,291,458.39 |    0.0% |      0.33 | `len=3`
|        1,321,265.17 |              756.85 |    0.0% |   23,068,679.62 |    5,245,394.62 |  4.398 |   5,242,882.28 |    0.0% |      0.25 | `len=2`
|          798,591.00 |            1,252.21 |    0.0% |   16,777,223.47 |    3,165,530.22 |  5.300 |   3,145,730.12 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-range-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:--------------
|       11,330,631.19 |               88.26 |    0.2% |  143,654,922.61 |   44,843,147.00 |  3.203 |  20,971,525.28 |    0.0% |      2.13 | `len=18`
|       10,838,521.72 |               92.26 |    0.1% |  136,314,890.50 |   42,904,027.56 |  3.177 |  19,922,949.12 |    0.0% |      2.07 | `len=17`
|        9,987,620.00 |              100.12 |    0.0% |  128,974,858.24 |   39,536,702.82 |  3.262 |  18,874,372.89 |    0.0% |      1.90 | `len=16`
|        9,089,987.12 |              110.01 |    0.0% |  121,634,825.94 |   35,968,237.62 |  3.382 |  17,825,796.61 |    0.0% |      1.74 | `len=15`
|        8,461,180.12 |              118.19 |    0.1% |  114,294,793.78 |   33,484,932.59 |  3.413 |  16,777,220.44 |    0.0% |      1.62 | `len=14`
|        7,583,591.83 |              131.86 |    0.2% |  106,954,761.50 |   30,002,677.50 |  3.565 |  15,728,644.17 |    0.0% |      1.45 | `len=13`
|        7,781,785.88 |              128.51 |    0.3% |   99,614,729.56 |   30,809,359.12 |  3.233 |  14,680,068.22 |    0.0% |      1.48 | `len=12`
|        6,521,941.00 |              153.33 |    0.2% |   92,274,697.19 |   25,816,019.69 |  3.574 |  13,631,491.83 |    0.0% |      1.25 | `len=11`
|        5,622,175.68 |              177.87 |    0.1% |   84,934,664.89 |   22,252,685.05 |  3.817 |  12,582,915.58 |    0.0% |      1.08 | `len=10`
|        5,144,736.06 |              194.37 |    0.2% |   77,594,632.78 |   20,355,091.56 |  3.812 |  11,534,339.44 |    0.0% |      0.98 | `len=9`
|        4,800,796.89 |              208.30 |    0.3% |   70,254,600.68 |   18,989,700.67 |  3.700 |  10,485,763.33 |    0.0% |      0.92 | `len=8`
|        4,073,811.62 |              245.47 |    0.4% |   62,914,568.47 |   16,123,839.79 |  3.902 |   9,437,187.12 |    0.0% |      0.78 | `len=7`
|        3,472,137.42 |              288.01 |    0.1% |   55,574,536.28 |   13,735,273.88 |  4.046 |   8,388,610.94 |    0.0% |      0.66 | `len=6`
|        2,929,970.58 |              341.30 |    0.3% |   48,234,504.11 |   11,598,624.37 |  4.159 |   7,340,034.76 |    0.0% |      0.56 | `len=5`
|        2,375,081.00 |              421.04 |    0.1% |   40,894,471.94 |    9,396,881.89 |  4.352 |   6,291,458.59 |    0.0% |      0.45 | `len=4`
|        1,853,742.11 |              539.45 |    0.1% |   33,554,439.78 |    7,348,434.28 |  4.566 |   5,242,882.44 |    0.0% |      0.35 | `len=3`
|        1,296,336.41 |              771.40 |    0.1% |   26,214,407.62 |    5,140,479.44 |  5.100 |   4,194,306.28 |    0.0% |      0.25 | `len=2`
|          793,641.44 |            1,260.01 |    0.0% |   17,825,799.47 |    3,147,393.37 |  5.664 |   3,145,730.12 |    0.0% |      0.15 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-16    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       12,224,797.50 |               81.80 |    0.0% |  163,577,867.89 |   48,438,052.74 |  3.377 |  13,631,494.56 |    0.0% |      2.34 | `len=18`
|       11,490,843.17 |               87.03 |    0.0% |  152,043,531.69 |   45,527,407.61 |  3.340 |  12,582,918.33 |    0.0% |      2.19 | `len=17`
|       10,982,139.59 |               91.06 |    0.0% |  147,849,227.53 |   43,520,409.72 |  3.397 |  12,582,918.18 |    0.0% |      2.10 | `len=16`
|       10,153,176.88 |               98.49 |    0.1% |  136,314,891.28 |   40,234,100.35 |  3.388 |  11,534,341.94 |    0.0% |      1.94 | `len=15`
|        9,780,302.06 |              102.25 |    0.0% |  132,120,587.18 |   38,772,371.53 |  3.408 |  11,534,341.82 |    0.0% |      1.87 | `len=14`
|        8,885,095.83 |              112.55 |    0.0% |  120,586,250.89 |   35,221,426.16 |  3.424 |  10,485,765.56 |    0.0% |      1.70 | `len=13`
|        8,388,481.61 |              119.21 |    0.0% |  116,391,946.76 |   33,254,274.89 |  3.500 |  10,485,765.41 |    0.0% |      1.60 | `len=12`
|        7,652,994.41 |              130.67 |    0.0% |  104,857,610.53 |   30,333,260.65 |  3.457 |   9,437,189.18 |    0.0% |      1.46 | `len=11`
|        7,141,367.50 |              140.03 |    0.0% |  100,663,306.39 |   28,295,222.19 |  3.558 |   9,437,189.06 |    0.0% |      1.36 | `len=10`
|        6,483,917.06 |              154.23 |    0.0% |   89,128,970.18 |   25,685,090.79 |  3.470 |   8,388,612.82 |    0.0% |      1.24 | `len=9`
|        6,009,378.41 |              166.41 |    0.0% |   84,934,666.06 |   23,807,137.94 |  3.568 |   8,388,612.71 |    0.0% |      1.15 | `len=8`
|        5,314,527.41 |              188.16 |    0.0% |   73,400,329.82 |   21,051,447.47 |  3.487 |   7,340,036.47 |    0.0% |      1.02 | `len=7`
|        4,821,593.56 |              207.40 |    0.0% |   69,206,025.69 |   19,102,250.19 |  3.623 |   7,340,036.33 |    0.0% |      0.92 | `len=6`
|        4,038,186.37 |              247.64 |    0.0% |   57,671,689.44 |   15,993,573.84 |  3.606 |   6,291,460.11 |    0.0% |      0.77 | `len=5`
|        3,605,092.18 |              277.39 |    0.1% |   53,477,385.31 |   14,280,404.44 |  3.745 |   6,291,459.95 |    0.0% |      0.69 | `len=4`
|        2,807,248.42 |              356.22 |    0.0% |   41,943,049.06 |   11,129,848.06 |  3.769 |   5,242,883.72 |    0.0% |      0.54 | `len=3`
|        2,342,956.88 |              426.81 |    0.1% |   37,748,744.94 |    9,298,287.11 |  4.060 |   5,242,883.59 |    0.0% |      0.45 | `len=2`
|        1,636,438.12 |              611.08 |    0.0% |   25,165,832.72 |    6,495,578.84 |  3.874 |   4,194,307.38 |    0.0% |      0.31 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-16-1  
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|       10,463,706.78 |               95.57 |    0.0% |  160,432,138.39 |   41,420,825.11 |  3.873 |  13,631,493.06 |    0.0% |      2.00 | `len=18`
|       10,416,125.68 |               96.00 |    0.0% |  156,237,834.35 |   41,222,107.88 |  3.790 |  13,631,493.00 |    0.0% |      1.99 | `len=17`
|        9,199,156.61 |              108.71 |    0.0% |  143,654,922.00 |   36,401,375.12 |  3.946 |  12,582,916.67 |    0.0% |      1.76 | `len=16`
|        9,166,354.44 |              109.09 |    0.0% |  139,460,618.00 |   36,270,014.00 |  3.845 |  12,582,916.63 |    0.0% |      1.75 | `len=15`
|        7,934,753.05 |              126.03 |    0.0% |  126,877,705.62 |   31,394,825.72 |  4.041 |  11,534,340.25 |    0.0% |      1.52 | `len=14`
|        7,938,579.53 |              125.97 |    0.0% |  122,683,401.61 |   31,416,283.61 |  3.905 |  11,534,340.26 |    0.0% |      1.52 | `len=13`
|        6,772,605.50 |              147.65 |    0.0% |  110,100,489.28 |   26,791,184.00 |  4.110 |  10,485,763.94 |    0.0% |      1.29 | `len=12`
|        6,848,640.33 |              146.01 |    0.0% |  105,906,185.29 |   27,100,081.00 |  3.908 |  10,485,763.94 |    0.0% |      1.31 | `len=11`
|        5,672,164.12 |              176.30 |    0.0% |   93,323,272.94 |   22,432,902.62 |  4.160 |   9,437,187.59 |    0.0% |      1.08 | `len=10`
|        5,756,862.79 |              173.71 |    0.0% |   89,128,968.94 |   22,781,671.56 |  3.912 |   9,437,187.61 |    0.0% |      1.10 | `len=9`
|        4,581,986.82 |              218.25 |    0.0% |   76,546,056.61 |   18,121,901.61 |  4.224 |   8,388,611.25 |    0.0% |      0.88 | `len=8`
|        4,486,165.72 |              222.91 |    0.0% |   72,351,752.58 |   17,749,080.88 |  4.076 |   8,388,611.24 |    0.0% |      0.86 | `len=7`
|        3,518,128.19 |              284.24 |    0.1% |   59,768,840.29 |   13,911,515.83 |  4.296 |   7,340,034.94 |    0.0% |      0.67 | `len=6`
|        3,349,143.26 |              298.58 |    0.0% |   55,574,536.24 |   13,247,388.81 |  4.195 |   7,340,034.88 |    0.0% |      0.64 | `len=5`
|        2,501,369.76 |              399.78 |    0.0% |   42,991,624.00 |    9,891,617.05 |  4.346 |   6,291,458.63 |    0.0% |      0.48 | `len=4`
|        2,254,226.74 |              443.61 |    0.0% |   38,797,319.89 |    8,935,970.33 |  4.342 |   6,291,458.56 |    0.0% |      0.43 | `len=3`
|        2,113,519.50 |              473.14 |    0.0% |   26,214,407.88 |    8,390,467.22 |  3.124 |   5,242,882.53 |    0.0% |      0.40 | `len=2`
|        2,378,033.72 |              420.52 |    0.0% |   22,020,103.94 |    9,438,595.12 |  2.333 |   5,242,882.59 |    0.0% |      0.45 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-32    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,503,922.94 |              117.59 |    0.0% |  102,760,468.79 |   33,635,539.62 |  3.055 |   8,388,614.44 |    0.0% |      1.62 | `len=18`
|        8,489,020.79 |              117.80 |    0.0% |  102,760,468.78 |   33,571,163.62 |  3.061 |   8,388,614.44 |    0.0% |      1.62 | `len=17`
|        5,925,738.22 |              168.76 |    0.0% |   85,983,252.00 |   23,439,141.56 |  3.668 |   8,388,613.67 |    0.0% |      1.13 | `len=16`
|        7,611,172.38 |              131.39 |    0.0% |   87,031,828.50 |   30,102,744.94 |  2.891 |   7,340,038.17 |    0.0% |      1.45 | `len=15`
|        7,635,763.28 |              130.96 |    0.0% |   87,031,828.53 |   30,203,775.89 |  2.881 |   7,340,038.18 |    0.0% |      1.46 | `len=14`
|        7,645,163.25 |              130.80 |    0.0% |   87,031,828.53 |   30,240,772.71 |  2.878 |   7,340,038.18 |    0.0% |      1.46 | `len=13`
|        4,773,818.72 |              209.48 |    0.0% |   70,254,611.67 |   18,878,678.21 |  3.721 |   7,340,037.31 |    0.0% |      0.91 | `len=12`
|        6,498,199.12 |              153.89 |    0.1% |   71,303,188.18 |   25,710,774.19 |  2.773 |   6,291,461.83 |    0.0% |      1.24 | `len=11`
|        6,708,582.87 |              149.06 |    0.5% |   71,303,188.24 |   26,552,767.12 |  2.685 |   6,291,461.89 |    0.0% |      1.28 | `len=10`
|        6,477,113.89 |              154.39 |    0.1% |   71,303,188.18 |   25,658,077.84 |  2.779 |   6,291,461.82 |    0.0% |      1.24 | `len=9`
|        3,607,764.11 |              277.18 |    0.0% |   54,525,971.31 |   14,270,748.24 |  3.821 |   6,291,460.95 |    0.0% |      0.69 | `len=8`
|        5,483,396.44 |              182.37 |    0.3% |   55,574,547.88 |   21,732,101.25 |  2.557 |   5,242,885.53 |    0.0% |      1.05 | `len=7`
|        5,609,463.06 |              178.27 |    0.3% |   55,574,547.94 |   22,242,920.47 |  2.499 |   5,242,885.56 |    0.0% |      1.07 | `len=6`
|        5,488,176.05 |              182.21 |    0.3% |   55,574,547.89 |   21,765,733.11 |  2.553 |   5,242,885.56 |    0.0% |      1.05 | `len=5`
|        2,396,320.44 |              417.31 |    0.0% |   38,797,330.94 |    9,482,314.29 |  4.092 |   5,242,884.61 |    0.0% |      0.46 | `len=4`
|        4,523,139.88 |              221.09 |    0.2% |   38,797,331.59 |   17,953,170.71 |  2.161 |   4,194,309.25 |    0.0% |      0.86 | `len=3`
|        4,502,726.53 |              222.09 |    0.2% |   38,797,331.58 |   17,870,637.42 |  2.171 |   4,194,309.24 |    0.0% |      0.86 | `len=2`
|        4,500,646.41 |              222.19 |    0.2% |   38,797,331.59 |   17,848,967.76 |  2.174 |   4,194,309.24 |    0.0% |      0.86 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | swar-64    
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,112,370.88 |              123.27 |    0.0% |   85,983,272.67 |   32,096,772.47 |  2.679 |   6,291,462.31 |    0.0% |      1.55 | `len=18`
|        8,117,276.28 |              123.19 |    0.1% |   85,983,272.67 |   32,113,564.00 |  2.677 |   6,291,462.31 |    0.0% |      1.55 | `len=17`
|        4,621,890.47 |              216.36 |    0.0% |   65,011,751.62 |   18,273,852.53 |  3.558 |   6,291,461.28 |    0.0% |      0.88 | `len=16`
|        6,408,204.25 |              156.05 |    0.1% |   65,011,752.16 |   25,353,254.88 |  2.564 |   5,242,885.82 |    0.0% |      1.22 | `len=15`
|        6,404,524.50 |              156.14 |    0.2% |   65,011,752.17 |   25,334,337.44 |  2.566 |   5,242,885.82 |    0.0% |      1.22 | `len=14`
|        6,414,553.50 |              155.90 |    0.1% |   65,011,752.17 |   25,388,215.78 |  2.561 |   5,242,885.81 |    0.0% |      1.23 | `len=13`
|        6,419,366.16 |              155.78 |    0.5% |   65,011,752.17 |   25,405,414.32 |  2.559 |   5,242,885.82 |    0.0% |      1.23 | `len=12`
|        6,383,776.78 |              156.65 |    0.1% |   65,011,752.12 |   25,277,662.50 |  2.572 |   5,242,885.78 |    0.0% |      1.22 | `len=11`
|        6,677,756.69 |              149.75 |    0.2% |   65,011,752.24 |   26,431,093.12 |  2.460 |   5,242,885.88 |    0.0% |      1.28 | `len=10`
|        6,378,941.47 |              156.77 |    0.2% |   65,011,752.12 |   25,265,427.59 |  2.573 |   5,242,885.79 |    0.0% |      1.22 | `len=9`
|        2,916,465.29 |              342.88 |    0.1% |   44,040,231.11 |   11,526,360.44 |  3.821 |   5,242,884.76 |    0.0% |      0.56 | `len=8`
|        4,843,578.56 |              206.46 |    0.0% |   42,991,655.68 |   19,179,778.42 |  2.242 |   4,194,309.33 |    0.0% |      0.92 | `len=7`
|        4,854,272.00 |              206.00 |    0.0% |   42,991,655.69 |   19,240,482.76 |  2.234 |   4,194,309.35 |    0.0% |      0.93 | `len=6`
|        4,846,467.59 |              206.34 |    0.0% |   42,991,655.69 |   19,226,785.31 |  2.236 |   4,194,309.33 |    0.0% |      0.93 | `len=5`
|        4,846,034.61 |              206.35 |    0.0% |   42,991,655.69 |   19,230,646.12 |  2.236 |   4,194,309.33 |    0.0% |      0.93 | `len=4`
|        4,839,664.24 |              206.63 |    0.0% |   42,991,655.68 |   19,202,342.67 |  2.239 |   4,194,309.33 |    0.0% |      0.92 | `len=3`
|        4,848,447.50 |              206.25 |    0.0% |   42,991,655.69 |   19,231,515.19 |  2.235 |   4,194,309.33 |    0.0% |      0.93 | `len=2`
|        4,831,138.58 |              206.99 |    0.1% |   42,991,655.69 |   19,159,417.95 |  2.244 |   4,194,309.33 |    0.0% |      0.92 | `len=1`

|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | pre-16     
|--------------------:|--------------------:|--------:|----------------:|----------------:|-------:|---------------:|--------:|----------:|:------------
|        8,465,951.12 |              118.12 |    0.0% |   99,614,741.78 |   33,491,999.24 |  2.974 |  13,631,492.44 |    0.0% |      1.62 | `len=18`
|        7,995,404.19 |              125.07 |    0.2% |   99,614,741.63 |   31,643,489.50 |  3.148 |  14,680,068.29 |    0.0% |      1.53 | `len=17`
|        7,467,718.37 |              133.91 |    0.1% |   90,177,557.47 |   29,551,976.31 |  3.051 |  12,582,916.12 |    0.0% |      1.43 | `len=16`
|        6,949,914.53 |              143.89 |    0.0% |   90,177,557.32 |   27,508,768.50 |  3.278 |  13,631,492.00 |    0.0% |      1.33 | `len=15`
|        6,402,420.47 |              156.19 |    0.0% |   80,740,373.17 |   25,348,393.75 |  3.185 |  11,534,339.81 |    0.0% |      1.22 | `len=14`
